Year,Infectious diseases,Age,Region,Value
2016,"Measles, mumps, rubella",6 years,Dnipropetrovsk,40.0
2016,Hepatitis B,under 1 year,Dnipropetrovsk,48.8
2016,Tuberculosis,under 1 year,Donetsk,76.5
2016,Poliomyelitis,under 1 year,Donetsk,70.5
2016,Poliomyelitis,18 months,Donetsk,100.0
2016,Poliomyelitis,6 years,Donetsk,88.9
2016,Poliomyelitis,14 years,Donetsk,85.2
2016,"Diphtheria, tetanus",under 1 year,Donetsk,28.9
2016,Pertussis,under 1 year,Donetsk,28.9
2016,"Diphtheria, tetanus",18 months,Donetsk,47.9
2016,Pertussis,18 months,Donetsk,47.9
2016,"Diphtheria, tetanus",6 years,Donetsk,58.6
2016,"Diphtheria, tetanus",adults,Donetsk,10.0
2016,"Measles, mumps, rubella",1 year,Donetsk,74.2
2016,"Measles, mumps, rubella",6 years,Donetsk,78.6
2016,Hepatitis B,under 1 year,Donetsk,39.9
2016,Tuberculosis,under 1 year,Zhytomyr,75.4
2016,Poliomyelitis,under 1 year,Zhytomyr,69.3
2016,Poliomyelitis,18 months,Zhytomyr,63.4
2016,Poliomyelitis,6 years,Zhytomyr,85.0
2016,Poliomyelitis,14 years,Zhytomyr,92.2
2016,"Diphtheria, tetanus",under 1 year,Zhytomyr,26.0
2016,Pertussis,under 1 year,Zhytomyr,26.0
2016,"Diphtheria, tetanus",18 months,Zhytomyr,18.4
2016,Pertussis,18 months,Zhytomyr,18.4
2016,"Diphtheria, tetanus",6 years,Zhytomyr,62.2
2016,"Diphtheria, tetanus",adults,Zhytomyr,14.3
2016,"Measles, mumps, rubella",1 year,Zhytomyr,42.3
2016,"Measles, mumps, rubella",6 years,Zhytomyr,23.7
2016,Hepatitis B,under 1 year,Zhytomyr,41.9
2016,Tuberculosis,under 1 year,Zakarpattya,68.8
2016,Poliomyelitis,under 1 year,Zakarpattya,42.9
2016,Poliomyelitis,18 months,Zakarpattya,52.3
2016,Poliomyelitis,6 years,Zakarpattya,86.5
2016,Poliomyelitis,14 years,Zakarpattya,75.3
2016,"Diphtheria, tetanus",under 1 year,Zakarpattya,8.8
2016,Pertussis,under 1 year,Zakarpattya,8.8
2016,"Diphtheria, tetanus",18 months,Zakarpattya,8.5
2016,Pertussis,18 months,Zakarpattya,8.5
2016,"Diphtheria, tetanus",6 years,Zakarpattya,60.9
2016,"Diphtheria, tetanus",adults,Zakarpattya,3.7
2016,"Measles, mumps, rubella",1 year,Zakarpattya,33.6
2016,"Measles, mumps, rubella",6 years,Zakarpattya,25.5
2016,Hepatitis B,under 1 year,Zakarpattya,17.8
2016,Tuberculosis,under 1 year,Zaporizhzhya,75.5
2016,Poliomyelitis,under 1 year,Zaporizhzhya,42.7
2016,Poliomyelitis,18 months,Zaporizhzhya,28.2
2016,Poliomyelitis,6 years,Zaporizhzhya,63.8
2016,Poliomyelitis,14 years,Zaporizhzhya,68.7
2016,"Diphtheria, tetanus",under 1 year,Zaporizhzhya,16.5
2016,Pertussis,under 1 year,Zaporizhzhya,16.5
2016,"Diphtheria, tetanus",18 months,Zaporizhzhya,14.0
2016,Pertussis,18 months,Zaporizhzhya,14.0
2016,"Diphtheria, tetanus",6 years,Zaporizhzhya,46.3
2016,"Diphtheria, tetanus",adults,Zaporizhzhya,8.9
2016,"Measles, mumps, rubella",1 year,Zaporizhzhya,48.2
2016,"Measles, mumps, rubella",6 years,Zaporizhzhya,22.8
2016,Hepatitis B,under 1 year,Zaporizhzhya,22.5
2016,Tuberculosis,under 1 year,Ivano-Frankivsk,57.9
2016,Poliomyelitis,under 1 year,Ivano-Frankivsk,49.4
2016,Poliomyelitis,18 months,Ivano-Frankivsk,50.8
2016,Poliomyelitis,6 years,Ivano-Frankivsk,60.7
2016,Poliomyelitis,14 years,Ivano-Frankivsk,58.9
2016,"Diphtheria, tetanus",under 1 year,Ivano-Frankivsk,14.6
2016,Pertussis,under 1 year,Ivano-Frankivsk,14.6
2016,"Diphtheria, tetanus",18 months,Ivano-Frankivsk,17.8
2016,Pertussis,18 months,Ivano-Frankivsk,17.8
2016,"Diphtheria, tetanus",6 years,Ivano-Frankivsk,56.6
2016,"Diphtheria, tetanus",adults,Ivano-Frankivsk,10.8
2016,"Measles, mumps, rubella",1 year,Ivano-Frankivsk,58.8
2016,"Measles, mumps, rubella",6 years,Ivano-Frankivsk,41.1
2016,Hepatitis B,under 1 year,Ivano-Frankivsk,29.4
2016,Tuberculosis,under 1 year,Kirovohrad,81.2
2016,Poliomyelitis,under 1 year,Kirovohrad,79.3
2016,Poliomyelitis,18 months,Kirovohrad,79.0
2016,Poliomyelitis,6 years,Kirovohrad,92.8
2016,Poliomyelitis,14 years,Kirovohrad,90.8
2016,"Diphtheria, tetanus",under 1 year,Kirovohrad,60.8
2016,Pertussis,under 1 year,Kirovohrad,60.8
2016,"Diphtheria, tetanus",18 months,Kirovohrad,58.7
2016,Pertussis,18 months,Kirovohrad,58.7
2016,"Diphtheria, tetanus",6 years,Kirovohrad,81.6
2016,"Diphtheria, tetanus",adults,Kirovohrad,31.6
2016,"Measles, mumps, rubella",1 year,Kirovohrad,45.9
2016,"Measles, mumps, rubella",6 years,Kirovohrad,11.4
2016,Hepatitis B,under 1 year,Kirovohrad,42.1
2016,Tuberculosis,under 1 year,Luhansk,72.1
2016,Poliomyelitis,under 1 year,Luhansk,70.6
2016,Poliomyelitis,18 months,Luhansk,90.2
2016,Poliomyelitis,6 years,Luhansk,100.0
2016,Poliomyelitis,14 years,Luhansk,100.0
2016,"Diphtheria, tetanus",under 1 year,Luhansk,58.4
2016,Pertussis,under 1 year,Luhansk,58.4
2016,"Diphtheria, tetanus",18 months,Luhansk,43.6
2016,Pertussis,18 months,Luhansk,43.6
2016,"Diphtheria, tetanus",6 years,Luhansk,43.5
2016,"Diphtheria, tetanus",adults,Luhansk,17.6
2016,"Measles, mumps, rubella",1 year,Luhansk,94.3
2016,"Measles, mumps, rubella",6 years,Luhansk,85.4
2016,Hepatitis B,under 1 year,Luhansk,58.4
2016,Tuberculosis,under 1 year,Lviv,50.1
2016,Poliomyelitis,under 1 year,Lviv,47.4
2016,Poliomyelitis,18 months,Lviv,58.5
2016,Poliomyelitis,6 years,Lviv,81.1
2016,Poliomyelitis,14 years,Lviv,72.9
2016,"Diphtheria, tetanus",under 1 year,Lviv,19.4
2016,Pertussis,under 1 year,Lviv,19.4
2016,"Diphtheria, tetanus",18 months,Lviv,21.8
2016,Pertussis,18 months,Lviv,21.8
2016,"Diphtheria, tetanus",6 years,Lviv,55.7
2016,"Diphtheria, tetanus",adults,Lviv,19.6
2016,"Measles, mumps, rubella",1 year,Lviv,35.4
2016,"Measles, mumps, rubella",6 years,Lviv,30.9
2016,Hepatitis B,under 1 year,Lviv,25.0
2016,Tuberculosis,under 1 year,Mykolayiv,85.3
2016,Poliomyelitis,under 1 year,Mykolayiv,56.6
2016,Poliomyelitis,18 months,Mykolayiv,61.4
2016,Poliomyelitis,6 years,Mykolayiv,82.5
2016,Poliomyelitis,14 years,Mykolayiv,88.0
2016,"Diphtheria, tetanus",under 1 year,Mykolayiv,23.0
2016,Pertussis,under 1 year,Mykolayiv,23.0
2016,"Diphtheria, tetanus",18 months,Mykolayiv,42.7
2016,Pertussis,18 months,Mykolayiv,42.7
2016,"Diphtheria, tetanus",6 years,Mykolayiv,69.7
2016,"Diphtheria, tetanus",adults,Mykolayiv,31.5
2016,"Measles, mumps, rubella",1 year,Mykolayiv,50.6
2016,"Measles, mumps, rubella",6 years,Mykolayiv,24.7
2016,Hepatitis B,under 1 year,Mykolayiv,35.2
2016,Tuberculosis,under 1 year,Odesa,79.3
2016,Poliomyelitis,under 1 year,Odesa,45.9
2016,Poliomyelitis,18 months,Odesa,50.2
2016,Poliomyelitis,6 years,Odesa,69.7
2016,Poliomyelitis,14 years,Odesa,74.7
2016,"Diphtheria, tetanus",under 1 year,Odesa,21.1
2016,Pertussis,under 1 year,Odesa,21.1
2016,"Diphtheria, tetanus",18 months,Odesa,21.8
2016,Pertussis,18 months,Odesa,21.8
2016,"Diphtheria, tetanus",6 years,Odesa,50.0
2016,"Diphtheria, tetanus",adults,Odesa,16.6
2016,"Measles, mumps, rubella",1 year,Odesa,42.7
2016,"Measles, mumps, rubella",6 years,Odesa,28.9
2016,Hepatitis B,under 1 year,Odesa,16.3
2016,Tuberculosis,under 1 year,Poltava,78.5
2016,Poliomyelitis,under 1 year,Poltava,20.9
2016,Poliomyelitis,18 months,Poltava,38.1
2016,Poliomyelitis,6 years,Poltava,68.0
2016,Poliomyelitis,14 years,Poltava,74.6
2016,"Diphtheria, tetanus",under 1 year,Poltava,13.1
2016,Pertussis,under 1 year,Poltava,13.1
2016,"Diphtheria, tetanus",18 months,Poltava,27.5
2016,Pertussis,18 months,Poltava,27.5
2016,"Diphtheria, tetanus",6 years,Poltava,47.4
2016,"Diphtheria, tetanus",adults,Poltava,8.9
2016,"Measles, mumps, rubella",1 year,Poltava,28.1
2016,"Measles, mumps, rubella",6 years,Poltava,13.5
2016,Hepatitis B,under 1 year,Poltava,15.0
2016,Tuberculosis,under 1 year,Rivne,80.7
2016,Poliomyelitis,under 1 year,Rivne,57.3
2016,Poliomyelitis,18 months,Rivne,70.3
2016,Poliomyelitis,6 years,Rivne,97.7
2016,Poliomyelitis,14 years,Rivne,90.8
2016,"Diphtheria, tetanus",under 1 year,Rivne,13.5
2016,Pertussis,under 1 year,Rivne,13.5
2016,"Diphtheria, tetanus",18 months,Rivne,15.6
2016,Pertussis,18 months,Rivne,15.6
2016,"Diphtheria, tetanus",6 years,Rivne,69.3
2016,"Diphtheria, tetanus",adults,Rivne,30.1
2016,"Measles, mumps, rubella",1 year,Rivne,26.6
2016,"Measles, mumps, rubella",6 years,Rivne,20.9
2016,Hepatitis B,under 1 year,Rivne,17.1
2016,Tuberculosis,under 1 year,Sumy,92.3
2016,Poliomyelitis,under 1 year,Sumy,60.8
2016,Poliomyelitis,18 months,Sumy,66.1
2016,Poliomyelitis,6 years,Sumy,82.0
2016,Poliomyelitis,14 years,Sumy,81.3
2016,"Diphtheria, tetanus",under 1 year,Sumy,9.0
2016,Pertussis,under 1 year,Sumy,9.0
2016,"Diphtheria, tetanus",18 months,Sumy,18.0
2016,Pertussis,18 months,Sumy,18.0
2016,"Diphtheria, tetanus",6 years,Sumy,52.6
2016,"Diphtheria, tetanus",adults,Sumy,23.9
2016,"Measles, mumps, rubella",1 year,Sumy,53.2
2016,"Measles, mumps, rubella",6 years,Sumy,32.0
2016,Hepatitis B,under 1 year,Sumy,18.0
2016,Tuberculosis,under 1 year,Ternopil,67.3
2016,Poliomyelitis,under 1 year,Ternopil,40.0
2016,Poliomyelitis,18 months,Ternopil,65.2
2016,Poliomyelitis,6 years,Ternopil,77.2
2016,Poliomyelitis,14 years,Ternopil,72.1
2016,"Diphtheria, tetanus",under 1 year,Ternopil,9.8
2016,Pertussis,under 1 year,Ternopil,9.8
2016,"Diphtheria, tetanus",18 months,Ternopil,17.0
2016,Pertussis,18 months,Ternopil,17.0
2016,"Diphtheria, tetanus",6 years,Ternopil,59.0
2016,"Diphtheria, tetanus",adults,Ternopil,18.0
2016,"Measles, mumps, rubella",1 year,Ternopil,20.0
2016,"Measles, mumps, rubella",6 years,Ternopil,14.7
2016,Hepatitis B,under 1 year,Ternopil,13.6
2016,Tuberculosis,under 1 year,Kharkiv,68.7
2016,Poliomyelitis,under 1 year,Kharkiv,36.3
2016,Poliomyelitis,18 months,Kharkiv,61.7
2016,Poliomyelitis,6 years,Kharkiv,99.5
2016,Poliomyelitis,14 years,Kharkiv,80.6
2016,"Diphtheria, tetanus",under 1 year,Kharkiv,20.0
2016,Pertussis,under 1 year,Kharkiv,20.0
2016,"Diphtheria, tetanus",18 months,Kharkiv,38.9
2016,Pertussis,18 months,Kharkiv,38.9
2016,"Diphtheria, tetanus",6 years,Kharkiv,52.6
2016,"Diphtheria, tetanus",adults,Kharkiv,20.0
2016,"Measles, mumps, rubella",1 year,Kharkiv,33.9
2016,"Measles, mumps, rubella",6 years,Kharkiv,24.2
2016,Hepatitis B,under 1 year,Kharkiv,23.6
2016,Tuberculosis,under 1 year,Kherson,95.3
2016,Poliomyelitis,under 1 year,Kherson,54.2
2016,Poliomyelitis,18 months,Kherson,48.9
2016,Poliomyelitis,6 years,Kherson,100.9
2016,Poliomyelitis,14 years,Kherson,95.7
2016,"Diphtheria, tetanus",under 1 year,Kherson,16.0
2016,Pertussis,under 1 year,Kherson,16.0
2016,"Diphtheria, tetanus",18 months,Kherson,23.9
2016,Pertussis,18 months,Kherson,23.9
2016,"Diphtheria, tetanus",6 years,Kherson,88.9
2016,"Diphtheria, tetanus",adults,Kherson,31.3
2016,"Measles, mumps, rubella",1 year,Kherson,51.3
2016,"Measles, mumps, rubella",6 years,Kherson,11.0
2016,Hepatitis B,under 1 year,Kherson,33.9
2016,Tuberculosis,under 1 year,Khmelnytskiy,93.0
2016,Poliomyelitis,under 1 year,Khmelnytskiy,50.3
2016,Poliomyelitis,18 months,Khmelnytskiy,68.2
2016,Poliomyelitis,6 years,Khmelnytskiy,90.8
2016,Poliomyelitis,14 years,Khmelnytskiy,78.9
2016,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,10.2
2016,Pertussis,under 1 year,Khmelnytskiy,10.2
2016,"Diphtheria, tetanus",18 months,Khmelnytskiy,22.9
2016,Pertussis,18 months,Khmelnytskiy,22.9
2016,"Diphtheria, tetanus",6 years,Khmelnytskiy,66.5
2016,"Diphtheria, tetanus",adults,Khmelnytskiy,19.9
2016,"Measles, mumps, rubella",1 year,Khmelnytskiy,56.4
2016,"Measles, mumps, rubella",6 years,Khmelnytskiy,9.0
2016,Hepatitis B,under 1 year,Khmelnytskiy,16.1
2016,Tuberculosis,under 1 year,Cherkasy,74.8
2016,Poliomyelitis,under 1 year,Cherkasy,55.7
2016,Poliomyelitis,18 months,Cherkasy,61.4
2016,Poliomyelitis,6 years,Cherkasy,71.2
2016,Poliomyelitis,14 years,Cherkasy,78.0
2016,"Diphtheria, tetanus",under 1 year,Cherkasy,28.8
2016,Pertussis,under 1 year,Cherkasy,28.8
2016,"Diphtheria, tetanus",18 months,Cherkasy,39.1
2016,Pertussis,18 months,Cherkasy,39.1
2016,"Diphtheria, tetanus",6 years,Cherkasy,67.2
2016,"Diphtheria, tetanus",adults,Cherkasy,10.6
2016,"Measles, mumps, rubella",1 year,Cherkasy,63.6
2016,"Measles, mumps, rubella",6 years,Cherkasy,27.4
2016,Hepatitis B,under 1 year,Cherkasy,23.7
2016,Tuberculosis,under 1 year,Chernivtsi,84.2
2016,Poliomyelitis,under 1 year,Chernivtsi,63.9
2016,Poliomyelitis,18 months,Chernivtsi,71.6
2016,Poliomyelitis,6 years,Chernivtsi,110.6
2016,Poliomyelitis,14 years,Chernivtsi,85.7
2016,"Diphtheria, tetanus",under 1 year,Chernivtsi,20.8
2016,Pertussis,under 1 year,Chernivtsi,20.8
2016,"Diphtheria, tetanus",18 months,Chernivtsi,16.0
2016,Pertussis,18 months,Chernivtsi,16.0
2016,"Diphtheria, tetanus",6 years,Chernivtsi,72.1
2016,"Diphtheria, tetanus",adults,Chernivtsi,30.5
2016,"Measles, mumps, rubella",1 year,Chernivtsi,51.1
2016,"Measles, mumps, rubella",6 years,Chernivtsi,41.7
2016,Hepatitis B,under 1 year,Chernivtsi,19.4
2016,Tuberculosis,under 1 year,Chernihiv,73.1
2016,Poliomyelitis,under 1 year,Chernihiv,76.8
2016,Poliomyelitis,18 months,Chernihiv,88.6
2016,Poliomyelitis,6 years,Chernihiv,93.8
2016,Poliomyelitis,14 years,Chernihiv,92.5
2016,"Diphtheria, tetanus",under 1 year,Chernihiv,29.8
2016,Pertussis,under 1 year,Chernihiv,29.8
2016,"Diphtheria, tetanus",18 months,Chernihiv,42.2
2016,Pertussis,18 months,Chernihiv,42.2
2016,"Diphtheria, tetanus",6 years,Chernihiv,64.9
2016,"Diphtheria, tetanus",adults,Chernihiv,21.7
2016,"Measles, mumps, rubella",1 year,Chernihiv,70.7
2016,"Measles, mumps, rubella",6 years,Chernihiv,39.9
2016,Hepatitis B,under 1 year,Chernihiv,26.7
2017,Tuberculosis,under 1 year,Vinnytsya,76.8
2017,Poliomyelitis,under 1 year,Vinnytsya,43.7
2017,Poliomyelitis,18 months,Vinnytsya,72.6
2017,Poliomyelitis,6 years,Vinnytsya,90.8
2017,Poliomyelitis,14 years,Vinnytsya,92.5
2017,"Diphtheria, tetanus",under 1 year,Vinnytsya,46.9
2017,Pertussis,under 1 year,Vinnytsya,46.9
2017,"Diphtheria, tetanus",18 months,Vinnytsya,46.4
2017,Pertussis,18 months,Vinnytsya,46.4
2017,"Diphtheria, tetanus",6 years,Vinnytsya,80.2
2017,"Diphtheria, tetanus",adults,Vinnytsya,56.1
2017,"Measles, mumps, rubella",1 year,Vinnytsya,93.3
2017,"Measles, mumps, rubella",6 years,Vinnytsya,91.7
2017,Hepatitis B,under 1 year,Vinnytsya,57.0
2017,Tuberculosis,under 1 year,Volyn,91.5
2017,Poliomyelitis,under 1 year,Volyn,31.4
2017,Poliomyelitis,18 months,Volyn,61.2
2017,Poliomyelitis,6 years,Volyn,86.2
2017,Poliomyelitis,14 years,Volyn,84.8
2017,"Diphtheria, tetanus",under 1 year,Volyn,26.7
2017,Pertussis,under 1 year,Volyn,26.7
2017,"Diphtheria, tetanus",18 months,Volyn,34.6
2017,Pertussis,18 months,Volyn,34.6
2017,"Diphtheria, tetanus",6 years,Volyn,73.9
2017,"Diphtheria, tetanus",adults,Volyn,28.6
2017,"Measles, mumps, rubella",1 year,Volyn,87.0
2017,"Measles, mumps, rubella",6 years,Volyn,82.3
2017,Hepatitis B,under 1 year,Volyn,33.8
2017,Tuberculosis,under 1 year,Dnipropetrovsk,78.8
2017,Poliomyelitis,under 1 year,Dnipropetrovsk,51.0
2017,Poliomyelitis,18 months,Dnipropetrovsk,74.4
2017,Poliomyelitis,6 years,Dnipropetrovsk,89.5
2017,Poliomyelitis,14 years,Dnipropetrovsk,88.5
2017,"Diphtheria, tetanus",under 1 year,Dnipropetrovsk,45.1
2017,Pertussis,under 1 year,Dnipropetrovsk,45.1
2017,"Diphtheria, tetanus",18 months,Dnipropetrovsk,38.0
2017,Pertussis,18 months,Dnipropetrovsk,38.0
2017,"Diphtheria, tetanus",6 years,Dnipropetrovsk,99.8
2017,"Diphtheria, tetanus",adults,Dnipropetrovsk,77.7
2017,"Measles, mumps, rubella",1 year,Dnipropetrovsk,99.6
2017,"Measles, mumps, rubella",6 years,Dnipropetrovsk,99.4
2017,Hepatitis B,under 1 year,Dnipropetrovsk,75.3
2017,Tuberculosis,under 1 year,Donetsk,93.9
2017,Poliomyelitis,under 1 year,Donetsk,73.3
2017,Poliomyelitis,18 months,Donetsk,78.4
2017,Poliomyelitis,6 years,Donetsk,87.7
2017,Poliomyelitis,14 years,Donetsk,84.9
2017,"Diphtheria, tetanus",under 1 year,Donetsk,70.8
2017,Pertussis,under 1 year,Donetsk,70.8
2017,"Diphtheria, tetanus",18 months,Donetsk,99.8
2017,Pertussis,18 months,Donetsk,99.8
2017,"Diphtheria, tetanus",6 years,Donetsk,86.1
2017,"Diphtheria, tetanus",adults,Donetsk,58.2
2017,"Measles, mumps, rubella",1 year,Donetsk,99.8
2017,"Measles, mumps, rubella",6 years,Donetsk,94.3
2017,Hepatitis B,under 1 year,Donetsk,56.2
2017,Tuberculosis,under 1 year,Zhytomyr,63.7
2017,Poliomyelitis,under 1 year,Zhytomyr,43.3
2017,Poliomyelitis,18 months,Zhytomyr,73.0
2017,Poliomyelitis,6 years,Zhytomyr,82.3
2017,Poliomyelitis,14 years,Zhytomyr,83.7
2017,"Diphtheria, tetanus",under 1 year,Zhytomyr,48.1
2017,Pertussis,under 1 year,Zhytomyr,48.1
2017,"Diphtheria, tetanus",18 months,Zhytomyr,48.2
2017,Pertussis,18 months,Zhytomyr,48.2
2017,"Diphtheria, tetanus",6 years,Zhytomyr,88.6
2017,"Diphtheria, tetanus",adults,Zhytomyr,35.0
2017,"Measles, mumps, rubella",1 year,Zhytomyr,96.8
2017,"Measles, mumps, rubella",6 years,Zhytomyr,95.9
2017,Hepatitis B,under 1 year,Zhytomyr,57.9
2017,Tuberculosis,under 1 year,Zakarpattya,86.8
2017,Poliomyelitis,under 1 year,Zakarpattya,49.1
2017,Poliomyelitis,18 months,Zakarpattya,57.9
2017,Poliomyelitis,6 years,Zakarpattya,82.3
2017,Poliomyelitis,14 years,Zakarpattya,81.7
2017,"Diphtheria, tetanus",under 1 year,Zakarpattya,43.4
2017,Pertussis,under 1 year,Zakarpattya,43.4
2017,"Diphtheria, tetanus",18 months,Zakarpattya,38.7
2017,Pertussis,18 months,Zakarpattya,38.7
2017,"Diphtheria, tetanus",6 years,Zakarpattya,64.8
2017,"Diphtheria, tetanus",adults,Zakarpattya,35.9
2017,"Measles, mumps, rubella",1 year,Zakarpattya,71.2
2017,"Measles, mumps, rubella",6 years,Zakarpattya,49.1
2017,Hepatitis B,under 1 year,Zakarpattya,19.9
2017,Tuberculosis,under 1 year,Zaporizhzhya,90.8
2017,Poliomyelitis,under 1 year,Zaporizhzhya,40.8
2017,Poliomyelitis,18 months,Zaporizhzhya,68.3
2017,Poliomyelitis,6 years,Zaporizhzhya,88.9
2017,Poliomyelitis,14 years,Zaporizhzhya,88.0
2017,"Diphtheria, tetanus",under 1 year,Zaporizhzhya,49.1
2017,Pertussis,under 1 year,Zaporizhzhya,49.1
2017,"Diphtheria, tetanus",18 months,Zaporizhzhya,46.2
2017,Pertussis,18 months,Zaporizhzhya,46.2
2017,"Diphtheria, tetanus",6 years,Zaporizhzhya,76.5
2017,"Diphtheria, tetanus",adults,Zaporizhzhya,44.2
2017,"Measles, mumps, rubella",1 year,Zaporizhzhya,97.3
2017,"Measles, mumps, rubella",6 years,Zaporizhzhya,91.8
2017,Hepatitis B,under 1 year,Zaporizhzhya,58.9
2017,Tuberculosis,under 1 year,Ivano-Frankivsk,71.7
2017,Poliomyelitis,under 1 year,Ivano-Frankivsk,42.4
2017,Poliomyelitis,18 months,Ivano-Frankivsk,56.1
2017,Poliomyelitis,6 years,Ivano-Frankivsk,78.6
2017,Poliomyelitis,14 years,Ivano-Frankivsk,77.3
2017,"Diphtheria, tetanus",under 1 year,Ivano-Frankivsk,32.3
2017,Pertussis,under 1 year,Ivano-Frankivsk,32.3
2017,"Diphtheria, tetanus",18 months,Ivano-Frankivsk,31.7
2017,Pertussis,18 months,Ivano-Frankivsk,31.7
2017,"Diphtheria, tetanus",6 years,Ivano-Frankivsk,70.9
2017,"Diphtheria, tetanus",adults,Ivano-Frankivsk,29.0
2017,"Measles, mumps, rubella",1 year,Ivano-Frankivsk,90.6
2017,"Measles, mumps, rubella",6 years,Ivano-Frankivsk,87.9
2017,Hepatitis B,under 1 year,Ivano-Frankivsk,68.2
2017,Tuberculosis,under 1 year,Kirovohrad,81.0
2017,Poliomyelitis,under 1 year,Kirovohrad,53.6
2017,Poliomyelitis,18 months,Kirovohrad,81.6
2017,Poliomyelitis,6 years,Kirovohrad,92.1
2017,Poliomyelitis,14 years,Kirovohrad,86.0
2017,"Diphtheria, tetanus",under 1 year,Kirovohrad,76.7
2017,Pertussis,under 1 year,Kirovohrad,76.7
2017,"Diphtheria, tetanus",18 months,Kirovohrad,70.3
2017,Pertussis,18 months,Kirovohrad,70.3
2017,"Diphtheria, tetanus",6 years,Kirovohrad,80.5
2017,"Diphtheria, tetanus",adults,Kirovohrad,63.5
2017,"Measles, mumps, rubella",1 year,Kirovohrad,98.3
2017,"Measles, mumps, rubella",6 years,Kirovohrad,89.2
2017,Hepatitis B,under 1 year,Kirovohrad,75.6
2017,Tuberculosis,under 1 year,Luhansk,91.4
2017,Poliomyelitis,under 1 year,Luhansk,77.6
2017,Poliomyelitis,18 months,Luhansk,95.3
2017,Poliomyelitis,6 years,Luhansk,84.5
2017,Poliomyelitis,14 years,Luhansk,88.8
2017,"Diphtheria, tetanus",under 1 year,Luhansk,76.2
2017,Pertussis,under 1 year,Luhansk,76.2
2017,"Diphtheria, tetanus",18 months,Luhansk,79.8
2017,Pertussis,18 months,Luhansk,79.8
2017,"Diphtheria, tetanus",6 years,Luhansk,87.3
2017,"Diphtheria, tetanus",adults,Luhansk,44.1
2017,"Measles, mumps, rubella",1 year,Luhansk,95.5
2017,"Measles, mumps, rubella",6 years,Luhansk,86.9
2017,Hepatitis B,under 1 year,Luhansk,90.5
2017,Tuberculosis,under 1 year,Lviv,81.2
2017,Poliomyelitis,under 1 year,Lviv,48.7
2017,Poliomyelitis,18 months,Lviv,51.3
2017,Poliomyelitis,6 years,Lviv,78.4
2017,Poliomyelitis,14 years,Lviv,76.5
2017,"Diphtheria, tetanus",under 1 year,Lviv,55.7
2017,Pertussis,under 1 year,Lviv,55.7
2017,"Diphtheria, tetanus",18 months,Lviv,45.3
2017,Pertussis,18 months,Lviv,45.3
2017,"Diphtheria, tetanus",6 years,Lviv,77.5
2017,"Diphtheria, tetanus",adults,Lviv,61.6
2017,"Measles, mumps, rubella",1 year,Lviv,85.9
2017,"Measles, mumps, rubella",6 years,Lviv,80.6
2017,Hepatitis B,under 1 year,Lviv,55.2
2017,Tuberculosis,under 1 year,Mykolayiv,89.8
2017,Poliomyelitis,under 1 year,Mykolayiv,38.6
2017,Poliomyelitis,18 months,Mykolayiv,65.2
2017,Poliomyelitis,6 years,Mykolayiv,95.7
2017,Poliomyelitis,14 years,Mykolayiv,92.0
2017,"Diphtheria, tetanus",under 1 year,Mykolayiv,62.6
2017,Pertussis,under 1 year,Mykolayiv,62.6
2017,"Diphtheria, tetanus",18 months,Mykolayiv,59.3
2017,Pertussis,18 months,Mykolayiv,59.3
2017,"Diphtheria, tetanus",6 years,Mykolayiv,95.1
2017,"Diphtheria, tetanus",adults,Mykolayiv,71.0
2017,"Measles, mumps, rubella",1 year,Mykolayiv,93.8
2017,"Measles, mumps, rubella",6 years,Mykolayiv,89.9
2017,Hepatitis B,under 1 year,Mykolayiv,65.4
2017,Tuberculosis,under 1 year,Odesa,78.8
2017,Poliomyelitis,under 1 year,Odesa,39.9
2017,Poliomyelitis,18 months,Odesa,62.9
2017,Poliomyelitis,6 years,Odesa,86.4
2017,Poliomyelitis,14 years,Odesa,93.5
2017,"Diphtheria, tetanus",under 1 year,Odesa,39.8
2017,Pertussis,under 1 year,Odesa,39.8
2017,"Diphtheria, tetanus",18 months,Odesa,37.0
2017,Pertussis,18 months,Odesa,37.0
2017,"Diphtheria, tetanus",6 years,Odesa,73.0
2017,"Diphtheria, tetanus",adults,Odesa,30.8
2017,"Measles, mumps, rubella",1 year,Odesa,95.0
2017,"Measles, mumps, rubella",6 years,Odesa,95.9
2017,Hepatitis B,under 1 year,Odesa,39.6
2017,Tuberculosis,under 1 year,Poltava,92.7
2017,Poliomyelitis,under 1 year,Poltava,69.4
2017,Poliomyelitis,18 months,Poltava,87.4
2017,Poliomyelitis,6 years,Poltava,96.4
2017,Poliomyelitis,14 years,Poltava,94.9
2017,"Diphtheria, tetanus",under 1 year,Poltava,58.5
2017,Pertussis,under 1 year,Poltava,58.5
2017,"Diphtheria, tetanus",18 months,Poltava,70.1
2017,Pertussis,18 months,Poltava,70.1
2017,"Diphtheria, tetanus",6 years,Poltava,79.9
2017,"Diphtheria, tetanus",adults,Poltava,31.2
2017,"Measles, mumps, rubella",1 year,Poltava,94.9
2017,"Measles, mumps, rubella",6 years,Poltava,95.3
2017,Hepatitis B,under 1 year,Poltava,65.5
