Year,Type of economic activity,Organisation and legal forms,Region,Value
2020,A528,,,
2020,A529,,,
2020,A530,,,
2020,A531,,,
2020,A532,,,
2020,A533,,,
2020,A534,,,
2020,A535,,,
2020,A536,,,
2020,A537,,,
2020,A538,,,
2020,A539,,,
2020,A540,,,
2020,A541,,,
2020,A542,,,
2020,A543,,,
2020,A544,,,
2020,A545,,,
2020,A546,,,
2020,A547,,,
2020,A548,,,
2020,A549,,,
2020,A550,,,
2020,A551,,,
2020,A552,,,
2020,A553,,,
2020,A554,,,
2020,A555,,,
2020,A556,,,
2020,A557,,,
2020,A558,,,
2020,A559,,,
2020,A560,,,
2020,A561,,,
2020,A562,,,
2020,A563,,,
2020,A564,,,
2020,A565,,,
2020,A566,,,
2020,A567,,,
2020,A568,,,
2020,A569,,,
2020,A570,,,
2020,A571,,,
2020,A572,,,
2020,A573,,,
2020,A574,,,
2020,A575,,,
2020,A576,,,
2020,A577,,,
2020,A578,,,
2020,A579,,,
2020,A580,,,
2020,A581,,,
2020,A582,,,
2020,A583,,,
2020,A584,,,
2020,A585,,,
2020,A586,,,
2020,A587,,,
2020,A588,,,
2020,,,Ukraine,
2020,,,autonomous_Republic_of_Crimea,
2020,,,11_reg_Vinnytsya,
2020,,,12_reg_Volyn,
2020,,,13_reg_Dnipropetrovsk,
2020,,,14_reg_Donetsk,
2020,,,15_reg_Zhytomyr,
2020,,,16_reg_Zakarpattya,
2020,,,17_reg_Zaporizhzhya,
2020,,,18_reg_Ivano-Frankivsk,
2020,,,19_reg_Kyiv,
2020,,,20_reg_Kirovohrad,
2020,,,21_reg_Luhansk,
2020,,,22_reg_Lviv,
2020,,,23_reg_Mykolayiv,
2020,,,24_reg_Odesa,
2020,,,25_reg_Poltava,
2020,,,26_reg_Rivne,
2020,,,27_reg_Sumy,
2020,,,28_reg_Ternopil,
2020,,,29_reg_Kharkiv,
2020,,,30_reg_Kherson,
2020,,,31_reg_Khmelnytskiy,
2020,,,32_reg_Cherkasy,
2020,,,33_reg_Chernivtsi,
2020,,,34_reg_Chernihiv,
2020,,,35_reg_Kyiv_city,
2020,,,city_Sevastopol,
2021,A01,,,
2021,A02,,,
2021,A03,,,
2021,A04,,,
2021,A05,,,
2021,A06,,,
2021,A07,,,
2021,A08,,,
2021,A09,,,
2021,A10,,,
2021,A11,,,
2021,A12,,,
2021,A13,,,
2021,A14,,,
2021,A15,,,
2021,A16,,,
2021,A17,,,
2021,A18,,,
2021,A19,,,
2021,A20,,,
2021,A21,,,
2021,A22,,,
2021,A23,,,
2021,A24,,,
2021,A25,,,
2021,A26,,,
2021,A27,,,
2021,A28,,,
2021,A29,,,
2021,A30,,,
2021,A31,,,
2021,A32,,,
2021,A33,,,
2021,A34,,,
2021,A35,,,
2021,A36,,,
2021,A37,,,
2021,A38,,,
2021,A39,,,
2021,A40,,,
2021,A41,,,
2021,A42,,,
2021,A43,,,
2021,A44,,,
2021,A45,,,
2021,A46,,,
2021,A47,,,
2021,A48,,,
2021,A49,,,
2021,A50,,,
2021,A51,,,
2021,A52,,,
2021,A53,,,
2021,A54,,,
2021,A55,,,
2021,A56,,,
2021,A57,,,
2021,A58,,,
2021,A59,,,
2021,A60,,,
2021,A61,,,
2021,A62,,,
2021,A63,,,
2021,A64,,,
2021,A65,,,
2021,A66,,,
2021,A67,,,
2021,A68,,,
2021,A69,,,
2021,A70,,,
2021,A71,,,
2021,A72,,,
2021,A73,,,
2021,A74,,,
2021,A75,,,
2021,A76,,,
2021,A77,,,
2021,A78,,,
2021,A79,,,
2021,A80,,,
2021,A81,,,
2021,A82,,,
2021,A83,,,
2021,A84,,,
2021,A85,,,
2021,A86,,,
2021,A87,,,
2021,A88,,,
2021,A89,,,
2021,A90,,,
2021,A91,,,
2021,A92,,,
2021,A93,,,
2021,A94,,,
2021,A95,,,
2021,A96,,,
2021,A97,,,
2021,A98,,,
2021,A99,,,
2021,A100,,,
2021,A101,,,
2021,A102,,,
2021,A103,,,
2021,A104,,,
2021,A105,,,
2021,A106,,,
2021,A107,,,
2021,A108,,,
2021,A109,,,
2021,A110,,,
2021,A111,,,
2021,A112,,,
2021,A113,,,
2021,A114,,,
2021,A115,,,
2021,A116,,,
2021,A117,,,
2021,A118,,,
2021,A119,,,
2021,A120,,,
2021,A121,,,
2021,A122,,,
2021,A123,,,
2021,A124,,,
2021,A125,,,
2021,A126,,,
2021,A127,,,
2021,A128,,,
2021,A129,,,
2021,A130,,,
2021,A131,,,
2021,A132,,,
2021,A133,,,
2021,A134,,,
2021,A135,,,
2021,A136,,,
2021,A137,,,
2021,A138,,,
2021,A139,,,
2021,A140,,,
2021,A141,,,
2021,A142,,,
2021,A143,,,
2021,A144,,,
2021,A145,,,
2021,A146,,,
2021,A147,,,
2021,A148,,,
2021,A149,,,
2021,A150,,,
2021,A151,,,
2021,A152,,,
2021,A153,,,
2021,A154,,,
2021,A155,,,
2021,A156,,,
2021,A157,,,
2021,A158,,,
2021,A159,,,
2021,A160,,,
2021,A161,,,
2021,A162,,,
2021,A163,,,
2021,A164,,,
2021,A165,,,
2021,A166,,,
2021,A167,,,
2021,A168,,,
2021,A169,,,
2021,A170,,,
2021,A171,,,
2021,A172,,,
2021,A173,,,
2021,A174,,,
2021,A175,,,
2021,A176,,,
2021,A177,,,
2021,A178,,,
2021,A179,,,
2021,A180,,,
2021,A181,,,
2021,A182,,,
2021,A183,,,
2021,A184,,,
2021,A185,,,
2021,A186,,,
2021,A187,,,
2021,A188,,,
2021,A189,,,
2021,A190,,,
2021,A191,,,
2021,A192,,,
2021,A193,,,
2021,A194,,,
2021,A195,,,
2021,A196,,,
2021,A197,,,
2021,A198,,,
2021,A199,,,
2021,A200,,,
2021,A201,,,
2021,A202,,,
2021,A203,,,
2021,A204,,,
2021,A205,,,
2021,A206,,,
2021,A207,,,
2021,A208,,,
2021,A209,,,
2021,A210,,,
2021,A211,,,
2021,A212,,,
2021,A213,,,
2021,A214,,,
2021,A215,,,
2021,A216,,,
2021,A217,,,
2021,A218,,,
2021,A219,,,
2021,A220,,,
2021,A221,,,
2021,A222,,,
2021,A223,,,
2021,A224,,,
2021,A225,,,
2021,A226,,,
2021,A227,,,
2021,A228,,,
2021,A229,,,
2021,A230,,,
2021,A231,,,
2021,A232,,,
2021,A233,,,
2021,A234,,,
2021,A235,,,
2021,A236,,,
2021,A237,,,
2021,A238,,,
2021,A239,,,
2021,A240,,,
2021,A241,,,
2021,A242,,,
2021,A243,,,
2021,A244,,,
2021,A245,,,
2021,A246,,,
2021,A247,,,
2021,A248,,,
2021,A249,,,
2021,A250,,,
2021,A251,,,
2021,A252,,,
2021,A253,,,
2021,A254,,,
2021,A255,,,
2021,A256,,,
2021,A257,,,
2021,A258,,,
2021,A259,,,
2021,A260,,,
2021,A261,,,
2021,A262,,,
2021,A263,,,
2021,A264,,,
2021,A265,,,
2021,A266,,,
2021,A267,,,
2021,A268,,,
2021,A269,,,
2021,A270,,,
2021,A271,,,
2021,A272,,,
2021,A273,,,
2021,A274,,,
2021,A275,,,
2021,A276,,,
2021,A277,,,
2021,A278,,,
2021,A279,,,
2021,A280,,,
2021,A281,,,
2021,A282,,,
2021,A283,,,
2021,A284,,,
2021,A285,,,
2021,A286,,,
2021,A287,,,
2021,A288,,,
2021,A289,,,
2021,A290,,,
2021,A291,,,
2021,A292,,,
2021,A293,,,
2021,A294,,,
2021,A295,,,
2021,A296,,,
2021,A297,,,
2021,A298,,,
2021,A299,,,
2021,A300,,,
2021,A301,,,
2021,A302,,,
2021,A303,,,
2021,A304,,,
2021,A305,,,
2021,A306,,,
2021,A307,,,
2021,A308,,,
2021,A309,,,
2021,A310,,,
2021,A311,,,
2021,A312,,,
2021,A313,,,
2021,A314,,,
2021,A315,,,
2021,A316,,,
2021,A317,,,
2021,A318,,,
2021,A319,,,
2021,A320,,,
2021,A321,,,
2021,A322,,,
2021,A323,,,
2021,A324,,,
2021,A325,,,
2021,A326,,,
2021,A327,,,
2021,A328,,,
2021,A329,,,
2021,A330,,,
2021,A331,,,
2021,A332,,,
2021,A333,,,
2021,A334,,,
2021,A335,,,
2021,A336,,,
2021,A337,,,
2021,A338,,,
2021,A339,,,
2021,A340,,,
2021,A341,,,
2021,A342,,,
2021,A343,,,
2021,A344,,,
2021,A345,,,
2021,A346,,,
2021,A347,,,
2021,A348,,,
2021,A349,,,
2021,A350,,,
2021,A351,,,
2021,A352,,,
2021,A353,,,
2021,A354,,,
2021,A355,,,
2021,A356,,,
2021,A357,,,
2021,A358,,,
2021,A359,,,
2021,A360,,,
2021,A361,,,
2021,A362,,,
2021,A363,,,
2021,A364,,,
2021,A365,,,
2021,A366,,,
2021,A367,,,
2021,A368,,,
2021,A369,,,
2021,A370,,,
2021,A371,,,
2021,A372,,,
2021,A373,,,
2021,A374,,,
2021,A375,,,
2021,A376,,,
2021,A377,,,
2021,A378,,,
2021,A379,,,
2021,A380,,,
2021,A381,,,
2021,A382,,,
2021,A383,,,
2021,A384,,,
2021,A385,,,
2021,A386,,,
2021,A387,,,
2021,A388,,,
2021,A389,,,
2021,A390,,,
2021,A391,,,
2021,A392,,,
2021,A393,,,
2021,A394,,,
2021,A395,,,
2021,A396,,,
2021,A397,,,
2021,A398,,,
2021,A399,,,
2021,A400,,,
2021,A401,,,
2021,A402,,,
2021,A403,,,
2021,A404,,,
2021,A405,,,
2021,A406,,,
2021,A407,,,
2021,A408,,,
2021,A409,,,
2021,A410,,,
2021,A411,,,
2021,A412,,,
2021,A413,,,
2021,A414,,,
2021,A415,,,
2021,A416,,,
2021,A417,,,
2021,A418,,,
2021,A419,,,
2021,A420,,,
2021,A421,,,
2021,A422,,,
2021,A423,,,
2021,A424,,,
2021,A425,,,
2021,A426,,,
2021,A427,,,
2021,A428,,,
2021,A429,,,
2021,A430,,,
2021,A431,,,
2021,A432,,,
2021,A433,,,
2021,A434,,,
2021,A435,,,
2021,A436,,,
2021,A437,,,
2021,A438,,,
2021,A439,,,
2021,A440,,,
2021,A441,,,
2021,A442,,,
2021,A443,,,
2021,A444,,,
2021,A445,,,
2021,A446,,,
2021,A447,,,
2021,A448,,,
2021,A449,,,
2021,A450,,,
2021,A451,,,
2021,A452,,,
2021,A453,,,
2021,A454,,,
2021,A455,,,
2021,A456,,,
2021,A457,,,
2021,A458,,,
2021,A459,,,
2021,A460,,,
2021,A461,,,
2021,A462,,,
2021,A463,,,
2021,A464,,,
2021,A465,,,
2021,A466,,,
2021,A467,,,
2021,A468,,,
2021,A469,,,
2021,A470,,,
2021,A471,,,
2021,A472,,,
2021,A473,,,
2021,A474,,,
2021,A475,,,
2021,A476,,,
2021,A477,,,
2021,A478,,,
2021,A479,,,
2021,A480,,,
2021,A481,,,
2021,A482,,,
2021,A483,,,
2021,A484,,,
2021,A485,,,
2021,A486,,,
2021,A487,,,
2021,A488,,,
2021,A489,,,
2021,A490,,,
2021,A491,,,
2021,A492,,,
2021,A493,,,
2021,A494,,,
2021,A495,,,
2021,A496,,,
2021,A497,,,
2021,A498,,,
2021,A499,,,
2021,A500,,,
2021,A501,,,
2021,A502,,,
2021,A503,,,
2021,A504,,,
2021,A505,,,
2021,A506,,,
2021,A507,,,
2021,A508,,,
2021,A509,,,
2021,A510,,,
2021,A511,,,
2021,A512,,,
2021,A513,,,
2021,A514,,,
2021,A515,,,
2021,A516,,,
2021,A517,,,
2021,A518,,,
2021,A519,,,
2021,A520,,,
2021,A521,,,
2021,A522,,,
2021,A523,,,
2021,A524,,,
2021,A525,,,
2021,A526,,,
2021,A527,,,
2021,A528,,,
2021,A529,,,
2021,A530,,,
2021,A531,,,
2021,A532,,,
2021,A533,,,
2021,A534,,,
2021,A535,,,
2021,A536,,,
2021,A537,,,
2021,A538,,,
2021,A539,,,
2021,A540,,,
2021,A541,,,
2021,A542,,,
2021,A543,,,
2021,A544,,,
2021,A545,,,
2021,A546,,,
2021,A547,,,
2021,A548,,,
2021,A549,,,
2021,A550,,,
2021,A551,,,
2021,A552,,,
2021,A553,,,
2021,A554,,,
2021,A555,,,
2021,A556,,,
2021,A557,,,
2021,A558,,,
2021,A559,,,
2021,A560,,,
2021,A561,,,
2021,A562,,,
2021,A563,,,
2021,A564,,,
2021,A565,,,
2021,A566,,,
2021,A567,,,
2021,A568,,,
2021,A569,,,
2021,A570,,,
2021,A571,,,
2021,A572,,,
2021,A573,,,
2021,A574,,,
2021,A575,,,
2021,A576,,,
2021,A577,,,
2021,A578,,,
2021,A579,,,
2021,A580,,,
2021,A581,,,
2021,A582,,,
2021,A583,,,
2021,A584,,,
2021,A585,,,
2021,A586,,,
2021,A587,,,
2021,A588,,,
2021,,,Ukraine,
2021,,,autonomous_Republic_of_Crimea,
2021,,,11_reg_Vinnytsya,
2021,,,12_reg_Volyn,
2021,,,13_reg_Dnipropetrovsk,
2021,,,14_reg_Donetsk,
2021,,,15_reg_Zhytomyr,
2021,,,16_reg_Zakarpattya,
2021,,,17_reg_Zaporizhzhya,
2021,,,18_reg_Ivano-Frankivsk,
2021,,,19_reg_Kyiv,
2021,,,20_reg_Kirovohrad,
2021,,,21_reg_Luhansk,
2021,,,22_reg_Lviv,
2021,,,23_reg_Mykolayiv,
2021,,,24_reg_Odesa,
2021,,,25_reg_Poltava,
2021,,,26_reg_Rivne,
2021,,,27_reg_Sumy,
2021,,,28_reg_Ternopil,
2021,,,29_reg_Kharkiv,
2021,,,30_reg_Kherson,
2021,,,31_reg_Khmelnytskiy,
2021,,,32_reg_Cherkasy,
2021,,,33_reg_Chernivtsi,
2021,,,34_reg_Chernihiv,
2021,,,35_reg_Kyiv_city,
2021,,,city_Sevastopol,
2022,A01,,,15.2
2022,A02,,,22.2
2022,A03,,,26.0
2022,A04,,,
2022,A05,,,66.7
2022,A06,,,40.8
2022,A07,,,22.0
2022,A08,,,
2022,A09,,,50.0
2022,A10,,,23.8
2022,A11,,,29.6
2022,A12,,,
2022,A13,,,32.8
2022,A14,,,29.9
2022,A15,,,37.3
2022,A16,,,35.2
2022,A17,,,14.9
2022,A18,,,20.0
2022,A19,,,30.7
2022,A20,,,21.5
2022,A21,,,30.8
2022,A22,,,24.8
2022,A23,,,20.1
2022,A24,,,17.9
2022,A25,,,31.0
2022,A26,,,15.2
2022,A27,,,17.4
2022,A28,,,25.0
2022,A29,,,22.6
2022,A30,,,15.4
2022,A31,,,35.6
2022,A32,,,20.4
2022,A33,,,13.1
2022,A34,,,15.6
2022,A35,,,7.1
2022,A36,,,13.9
2022,A37,,,100.0
2022,A38,,,22.2
2022,A39,,,11.4
2022,A40,,,50.0
2022,A41,,,26.7
2022,A42,,,30.0
2022,A43,,,31.6
2022,A44,,,35.3
2022,A45,,,34.0
2022,A46,,,20.0
2022,A47,,,50.0
2022,A48,,,42.2
2022,A49,,,23.8
2022,A50,,,70.0
2022,A51,,,37.1
2022,A52,,,39.3
2022,A53,,,21.8
2022,A54,,,56.4
2022,A55,,,56.3
2022,A56,,,46.0
2022,A57,,,50.0
2022,A58,,,53.0
2022,A59,,,36.5
2022,A60,,,33.3
2022,A61,,,56.0
2022,A62,,,40.6
2022,A63,,,48.2
2022,A64,,,25.5
2022,A65,,,28.7
2022,A66,,,
2022,A67,,,14.3
2022,A68,,,33.3
2022,A69,,,16.7
2022,A70,,,31.8
2022,A71,,,
2022,A72,,,54.5
2022,A73,,,42.9
2022,A74,,,52.9
2022,A75,,,73.7
2022,A76,,,67.2
2022,A77,,,31.3
2022,A78,,,31.9
2022,A79,,,35.2
2022,A80,,,45.9
2022,A81,,,64.1
2022,A82,,,72.0
2022,A83,,,63.7
2022,A84,,,76.4
2022,A85,,,75.5
2022,A86,,,77.8
2022,A87,,,60.0
2022,A88,,,33.3
2022,A89,,,70.6
2022,A90,,,13.0
2022,A91,,,38.2
2022,A92,,,31.2
2022,A93,,,18.4
2022,A94,,,22.6
2022,A95,,,9.2
2022,A96,,,25.9
2022,A97,,,19.6
2022,A98,,,28.6
2022,A99,,,25.0
2022,A100,,,34.4
2022,A101,,,32.3
2022,A102,,,41.0
2022,A103,,,33.3
2022,A104,,,49.2
2022,A105,,,31.5
2022,A106,,,38.9
2022,A107,,,40.8
2022,A108,,,59.5
2022,A109,,,26.4
2022,A110,,,
2022,A111,,,16.7
2022,A112,,,7.7
2022,A113,,,25.0
2022,A114,,,38.1
2022,A115,,,21.0
2022,A116,,,21.1
2022,A117,,,11.4
2022,A118,,,
2022,A119,,,18.2
2022,A120,,,21.3
2022,A121,,,31.6
2022,A122,,,70.7
2022,A123,,,100.0
2022,A124,,,14.3
2022,A125,,,50.0
2022,A126,,,29.5
2022,A127,,,
2022,A128,,,28.6
2022,A129,,,27.8
2022,A130,,,18.5
2022,A131,,,22.8
2022,A132,,,27.7
2022,A133,,,27.1
2022,A134,,,18.6
2022,A135,,,20.3
2022,A136,,,
2022,A137,,,13.7
2022,A138,,,25.0
2022,A139,,,
2022,A140,,,26.2
2022,A141,,,12.5
2022,A142,,,29.4
2022,A143,,,27.5
2022,A144,,,38.4
2022,A145,,,42.9
2022,A146,,,33.3
2022,A147,,,26.9
2022,A148,,,33.3
2022,A149,,,25.8
2022,A150,,,16.0
2022,A151,,,25.0
2022,A152,,,24.6
2022,A153,,,11.4
2022,A154,,,
2022,A155,,,13.2
2022,A156,,,15.4
2022,A157,,,21.4
2022,A158,,,26.7
2022,A159,,,
2022,A160,,,11.1
2022,A161,,,33.3
2022,A162,,,
2022,A163,,,18.5
2022,A164,,,
2022,A165,,,50.0
2022,A166,,,
2022,A167,,,
2022,A168,,,16.7
2022,A169,,,27.3
2022,A170,,,10.0
2022,A171,,,10.0
2022,A172,,,11.2
2022,A173,,,11.6
2022,A174,,,11.5
2022,A175,,,12.7
2022,A176,,,3.8
2022,A177,,,8.4
2022,A178,,,11.3
2022,A179,,,10.2
2022,A180,,,5.3
2022,A181,,,10.4
2022,A182,,,10.4
2022,A183,,,11.8
2022,A184,,,
2022,A185,,,15.4
2022,A186,,,18.8
2022,A187,,,12.5
2022,A188,,,25.9
2022,A189,,,18.6
2022,A190,,,15.1
2022,A191,,,7.1
2022,A192,,,13.0
2022,A193,,,16.9
2022,A194,,,16.7
2022,A195,,,35.7
2022,A196,,,40.9
2022,A197,,,18.5
2022,A198,,,6.7
2022,A199,,,
2022,A200,,,
2022,A201,,,11.1
2022,A202,,,12.5
2022,A203,,,13.4
2022,A204,,,19.6
2022,A205,,,
2022,A206,,,16.2
2022,A207,,,
2022,A208,,,11.9
2022,A209,,,14.3
2022,A210,,,
2022,A211,,,7.7
2022,A212,,,5.9
2022,A213,,,20.6
2022,A214,,,25.0
2022,A215,,,16.3
2022,A216,,,11.9
2022,A217,,,21.1
2022,A218,,,16.7
2022,A219,,,25.0
2022,A220,,,12.5
2022,A221,,,13.0
2022,A222,,,6.5
2022,A223,,,11.1
2022,A224,,,
2022,A225,,,26.7
2022,A226,,,16.7
2022,A227,,,20.0
2022,A228,,,11.8
2022,A229,,,21.4
2022,A230,,,15.5
2022,A231,,,10.0
2022,A232,,,17.9
2022,A233,,,
2022,A234,,,8.3
2022,A235,,,
2022,A236,,,
2022,A237,,,15.8
2022,A238,,,33.3
2022,A239,,,14.7
2022,A240,,,9.9
2022,A241,,,36.8
2022,A242,,,16.3
2022,A243,,,
2022,A244,,,22.1
2022,A245,,,63.2
2022,A246,,,12.5
2022,A247,,,22.3
2022,A248,,,43.0
2022,A249,,,17.7
2022,A250,,,22.2
2022,A251,,,37.5
2022,A252,,,9.8
2022,A253,,,11.4
2022,A254,,,9.9
2022,A255,,,12.5
2022,A256,,,18.1
2022,A257,,,
2022,A258,,,7.0
2022,A259,,,9.1
2022,A260,,,11.3
2022,A261,,,24.0
2022,A262,,,50.0
2022,A263,,,
2022,A264,,,30.0
2022,A265,,,20.0
2022,A266,,,33.3
2022,A267,,,28.2
2022,A268,,,14.3
2022,A269,,,30.9
2022,A270,,,
2022,A271,,,21.1
2022,A272,,,33.3
2022,A273,,,4.7
2022,A274,,,23.8
2022,A275,,,18.6
2022,A276,,,17.2
2022,A277,,,13.0
2022,A278,,,17.7
2022,A279,,,14.3
2022,A280,,,14.2
2022,A281,,,12.4
2022,A282,,,6.1
2022,A283,,,16.2
2022,A284,,,11.0
2022,A285,,,17.4
2022,A286,,,8.6
2022,A287,,,10.6
2022,A288,,,9.9
2022,A289,,,20.5
2022,A290,,,14.1
2022,A291,,,11.7
2022,A292,,,9.2
2022,A293,,,16.0
2022,A294,,,11.5
2022,A295,,,9.0
2022,A296,,,12.4
2022,A297,,,14.8
2022,A298,,,17.1
2022,A299,,,10.6
2022,A300,,,26.9
2022,A301,,,24.6
2022,A302,,,20.2
2022,A303,,,29.9
2022,A304,,,22.9
2022,A305,,,28.0
2022,A306,,,18.7
2022,A307,,,39.3
2022,A308,,,55.3
2022,A309,,,33.2
2022,A310,,,48.9
2022,A311,,,43.7
2022,A312,,,31.3
2022,A313,,,51.3
2022,A314,,,31.4
2022,A315,,,21.0
2022,A316,,,35.2
2022,A317,,,39.6
2022,A318,,,38.5
2022,A319,,,40.2
2022,A320,,,44.4
2022,A321,,,40.4
2022,A322,,,35.2
2022,A323,,,38.4
2022,A324,,,40.4
2022,A325,,,45.8
2022,A326,,,48.5
2022,A327,,,30.9
2022,A328,,,43.5
2022,A329,,,55.8
2022,A330,,,49.7
2022,A331,,,42.5
2022,A332,,,50.5
2022,A333,,,39.9
2022,A334,,,31.0
2022,A335,,,32.3
2022,A336,,,27.9
2022,A337,,,26.0
2022,A338,,,31.8
2022,A339,,,34.7
2022,A340,,,41.0
2022,A341,,,40.0
2022,A342,,,29.9
2022,A343,,,26.1
2022,A344,,,31.3
2022,A345,,,32.4
2022,A346,,,28.7
2022,A347,,,38.7
2022,A348,,,33.0
2022,A349,,,26.5
2022,A350,,,37.6
2022,A351,,,65.0
2022,A352,,,60.5
2022,A353,,,54.7
2022,A354,,,63.6
2022,A355,,,58.3
2022,A356,,,64.0
2022,A357,,,56.8
2022,A358,,,54.3
2022,A359,,,64.0
2022,A360,,,25.3
2022,A361,,,24.9
2022,A362,,,29.4
2022,A363,,,26.9
2022,A364,,,74.4
2022,A365,,,37.0
2022,A366,,,47.9
2022,A367,,,36.7
2022,A368,,,53.5
2022,A369,,,61.2
2022,A370,,,65.1
2022,A371,,,40.3
2022,A372,,,36.2
2022,A373,,,66.9
2022,A374,,,73.8
2022,A375,,,66.9
2022,A376,,,63.2
2022,A377,,,58.5
2022,A378,,,73.8
2022,A379,,,70.3
2022,A380,,,63.6
2022,A381,,,53.3
2022,A382,,,63.2
2022,A383,,,64.3
2022,A384,,,72.9
2022,A385,,,52.4
2022,A386,,,48.3
2022,A387,,,41.1
2022,A388,,,100.0
2022,A389,,,32.4
2022,A390,,,14.2
2022,A391,,,4.7
2022,A392,,,12.7
2022,A393,,,11.1
2022,A394,,,11.7
2022,A395,,,7.8
2022,A396,,,7.1
2022,A397,,,13.8
2022,A398,,,25.0
2022,A399,,,30.0
2022,A400,,,40.0
2022,A401,,,
2022,A402,,,24.8
2022,A403,,,35.1
2022,A404,,,23.8
2022,A405,,,66.7
2022,A406,,,24.1
2022,A407,,,39.3
2022,A408,,,
2022,A409,,,9.3
2022,A410,,,55.5
2022,A411,,,52.1
2022,A412,,,50.0
2022,A413,,,55.7
2022,A414,,,55.2
2022,A415,,,61.6
2022,A416,,,62.8
2022,A417,,,54.2
2022,A418,,,44.1
2022,A419,,,48.3
2022,A420,,,42.0
2022,A421,,,52.5
2022,A422,,,41.0
2022,A423,,,26.6
2022,A424,,,29.1
2022,A425,,,34.3
2022,A426,,,24.2
2022,A427,,,45.7
2022,A428,,,47.9
2022,A429,,,17.2
2022,A430,,,44.2
2022,A431,,,33.8
2022,A432,,,24.1
2022,A433,,,8.8
2022,A434,,,23.5
2022,A435,,,31.2
2022,A436,,,25.5
2022,A437,,,35.5
2022,A438,,,15.8
2022,A439,,,33.5
2022,A440,,,45.2
2022,A441,,,32.7
2022,A442,,,52.6
2022,A443,,,53.5
2022,A444,,,
2022,A445,,,25.0
2022,A446,,,50.0
2022,A447,,,
2022,A448,,,50.0
2022,A449,,,31.3
2022,A450,,,45.5
2022,A451,,,42.3
2022,A452,,,50.0
2022,A453,,,100.0
2022,A454,,,50.0
2022,A455,,,20.0
2022,A456,,,25.0
2022,A457,,,37.3
2022,A458,,,22.9
2022,A459,,,55.2
2022,A460,,,52.6
2022,A461,,,33.3
2022,A462,,,45.3
2022,A463,,,53.7
2022,A464,,,59.1
2022,A465,,,50.3
2022,A466,,,38.1
2022,A467,,,84.8
2022,A468,,,40.5
2022,A469,,,66.4
2022,A470,,,52.4
2022,A471,,,33.3
2022,A472,,,23.9
2022,A473,,,17.1
2022,A474,,,60.5
2022,A475,,,40.9
2022,A476,,,60.2
2022,A477,,,47.8
2022,A478,,,48.7
2022,A479,,,60.0
2022,A480,,,53.4
2022,A481,,,46.0
2022,A482,,,69.6
2022,A483,,,41.2
2022,A484,,,43.0
2022,A485,,,30.1
2022,A486,,,31.5
2022,A487,,,29.8
2022,A488,,,60.0
2022,A489,,,58.8
2022,A490,,,28.1
2022,A491,,,25.2
2022,A492,,,37.9
2022,A493,,,37.0
2022,A494,,,30.0
2022,A495,,,28.6
2022,A496,,,27.4
2022,A497,,,66.6
2022,A498,,,50.0
2022,A499,,,72.1
2022,A500,,,76.3
2022,A501,,,57.7
2022,A502,,,57.8
2022,A503,,,8.1
2022,A504,,,10.7
2022,A505,,,22.7
2022,A506,,,38.1
2022,A507,,,67.5
2022,A508,,,51.7
2022,A509,,,41.0
2022,A510,,,37.3
2022,A511,,,75.2
2022,A512,,,64.5
2022,A513,,,55.6
2022,A514,,,63.2
2022,A515,,,39.1
2022,A516,,,39.4
2022,A517,,,49.3
2022,A518,,,50.0
2022,A519,,,66.7
2022,A520,,,60.0
2022,A521,,,31.3
2022,A522,,,14.3
2022,A523,,,45.0
2022,A524,,,18.2
2022,A525,,,
2022,A526,,,
2022,A527,,,89.4
2022,A528,,,93.9
2022,A529,,,82.5
2022,A530,,,42.1
2022,A531,,,
2022,A532,,,45.7
2022,A533,,,50.8
2022,A534,,,74.6
2022,A535,,,16.5
2022,A536,,,79.0
2022,A537,,,75.9
2022,A538,,,52.6
2022,A539,,,60.4
2022,A540,,,56.2
2022,A541,,,44.2
2022,A542,,,74.2
2022,A543,,,35.7
2022,A544,,,24.2
2022,A545,,,53.0
2022,A546,,,41.2
2022,A547,,,87.9
2022,A548,,,84.7
2022,A549,,,69.2
2022,A550,,,43.2
2022,A551,,,36.3
2022,A552,,,56.8
2022,A553,,,30.0
2022,A554,,,66.0
2022,A555,,,40.5
2022,A556,,,33.3
2022,A557,,,45.0
2022,A558,,,37.5
2022,A559,,,34.4
2022,A560,,,47.0
2022,A561,,,62.1
2022,A562,,,37.2
2022,A563,,,40.8
2022,A564,,,49.6
2022,A565,,,
2022,A566,,,50.0
2022,A567,,,
2022,A568,,,29.0
2022,A569,,,
2022,A570,,,62.5
2022,A571,,,12.4
2022,A572,,,9.7
2022,A573,,,7.3
