Year,by type of educational institution,Region,Value
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kherson,27.32
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kherson,18.54
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kherson,28.78
2022,General secondary educational institutions with Internet access (without specifying the speed),Kherson,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kherson,
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kherson,
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kherson,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Khmelnytskiy,61.88
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Khmelnytskiy,33.72
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Khmelnytskiy,68.18
2022,General secondary educational institutions with Internet access (without specifying the speed),Khmelnytskiy,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Khmelnytskiy,76.77
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Khmelnytskiy,36.3
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Khmelnytskiy,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Cherkasy,64.58
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Cherkasy,31.69
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Cherkasy,72.88
2022,General secondary educational institutions with Internet access (without specifying the speed),Cherkasy,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Cherkasy,86.85
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Cherkasy,47.2
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Cherkasy,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernivtsi,87.95
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernivtsi,7.69
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernivtsi,88.72
2022,General secondary educational institutions with Internet access (without specifying the speed),Chernivtsi,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernivtsi,98.52
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernivtsi,59.35
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernivtsi,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernihiv,43.53
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernihiv,19.15
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernihiv,50.25
2022,General secondary educational institutions with Internet access (without specifying the speed),Chernihiv,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernihiv,76.14
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernihiv,23.35
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernihiv,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,80.91
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,69.02
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,84.23
2022,General secondary educational institutions with Internet access (without specifying the speed),the city of Kyiv,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,88.43
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,69.26
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,
2022,,city Sevastopol,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,62.15
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,36.09
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ukraine,68.18
2023,General secondary educational institutions with Internet access (without specifying the speed),Ukraine,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,82.16
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,42.7
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ukraine,
2023,,Autonomous Republic of Crimea,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Vinnytsya,58.78
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Vinnytsya,39.73
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Vinnytsya,65.92
2023,General secondary educational institutions with Internet access (without specifying the speed),Vinnytsya,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Vinnytsya,80.67
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Vinnytsya,41.67
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Vinnytsya,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Volyn,54.05
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Volyn,32.43
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Volyn,62.16
2023,General secondary educational institutions with Internet access (without specifying the speed),Volyn,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Volyn,89.6
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Volyn,22.31
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Volyn,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Dnipropetrovsk,54.86
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Dnipropetrovsk,40.39
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Dnipropetrovsk,60.85
2023,General secondary educational institutions with Internet access (without specifying the speed),Dnipropetrovsk,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Dnipropetrovsk,81.48
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Dnipropetrovsk,65.33
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Dnipropetrovsk,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Donetsk,48.81
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Donetsk,35.71
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Donetsk,51.49
2023,General secondary educational institutions with Internet access (without specifying the speed),Donetsk,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Donetsk,87.27
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Donetsk,54.68
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Donetsk,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zhytomyr,66.83
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zhytomyr,41.13
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zhytomyr,73.13
2023,General secondary educational institutions with Internet access (without specifying the speed),Zhytomyr,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zhytomyr,70.29
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zhytomyr,44.08
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zhytomyr,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zakarpattya,56.09
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zakarpattya,45.24
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zakarpattya,59.93
2023,General secondary educational institutions with Internet access (without specifying the speed),Zakarpattya,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zakarpattya,73.29
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zakarpattya,47.63
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zakarpattya,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zaporizhzhya,50.47
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zaporizhzhya,17.24
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zaporizhzhya,52.35
2023,General secondary educational institutions with Internet access (without specifying the speed),Zaporizhzhya,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zaporizhzhya,49.46
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zaporizhzhya,39.19
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zaporizhzhya,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ivano-Frankivsk,58.11
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ivano-Frankivsk,35.96
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ivano-Frankivsk,65.79
2023,General secondary educational institutions with Internet access (without specifying the speed),Ivano-Frankivsk,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ivano-Frankivsk,75.5
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ivano-Frankivsk,10.81
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ivano-Frankivsk,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kyiv,71.71
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kyiv,45.66
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kyiv,79.08
2023,General secondary educational institutions with Internet access (without specifying the speed),Kyiv,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kyiv,91.8
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kyiv,56.43
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kyiv,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kirovohrad,50.35
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kirovohrad,37.41
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kirovohrad,58.66
2023,General secondary educational institutions with Internet access (without specifying the speed),Kirovohrad,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kirovohrad,85.77
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kirovohrad,68.25
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kirovohrad,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Luhansk,
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Luhansk,
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Luhansk,
2023,General secondary educational institutions with Internet access (without specifying the speed),Luhansk,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Luhansk,
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Luhansk,
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Luhansk,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Lviv,57.8
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Lviv,41.45
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Lviv,65.38
2023,General secondary educational institutions with Internet access (without specifying the speed),Lviv,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Lviv,81.72
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Lviv,51.25
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Lviv,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Mykolayiv,57.02
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Mykolayiv,18.79
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Mykolayiv,61.77
2023,General secondary educational institutions with Internet access (without specifying the speed),Mykolayiv,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Mykolayiv,68.81
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Mykolayiv,33.33
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Mykolayiv,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Odesa,76.56
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Odesa,26.68
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Odesa,84.54
2023,General secondary educational institutions with Internet access (without specifying the speed),Odesa,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Odesa,86.54
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Odesa,48.48
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Odesa,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Poltava,61.47
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Poltava,42.47
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Poltava,70.03
2023,General secondary educational institutions with Internet access (without specifying the speed),Poltava,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Poltava,84.24
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Poltava,64.24
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Poltava,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Rivne,55.11
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Rivne,30.25
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Rivne,62.43
2023,General secondary educational institutions with Internet access (without specifying the speed),Rivne,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Rivne,92.99
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Rivne,3.03
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Rivne,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Sumy,76.35
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Sumy,19.28
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Sumy,80.21
2023,General secondary educational institutions with Internet access (without specifying the speed),Sumy,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Sumy,90.59
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Sumy,18.24
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Sumy,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ternopil,58.14
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ternopil,23.79
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ternopil,63.86
2023,General secondary educational institutions with Internet access (without specifying the speed),Ternopil,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ternopil,88.64
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ternopil,10.84
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ternopil,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kharkiv,63.89
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kharkiv,30.61
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kharkiv,67.56
2023,General secondary educational institutions with Internet access (without specifying the speed),Kharkiv,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kharkiv,73.18
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kharkiv,37.91
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kharkiv,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kherson,19.83
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kherson,18.18
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kherson,23.14
2023,General secondary educational institutions with Internet access (without specifying the speed),Kherson,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kherson,49.37
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kherson,36.71
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kherson,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Khmelnytskiy,65.13
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Khmelnytskiy,38.1
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Khmelnytskiy,71.27
2023,General secondary educational institutions with Internet access (without specifying the speed),Khmelnytskiy,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Khmelnytskiy,81.0
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Khmelnytskiy,36.47
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Khmelnytskiy,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Cherkasy,71.48
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Cherkasy,41.88
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Cherkasy,78.7
2023,General secondary educational institutions with Internet access (without specifying the speed),Cherkasy,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Cherkasy,93.27
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Cherkasy,59.19
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Cherkasy,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernivtsi,86.7
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernivtsi,7.42
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernivtsi,87.98
2023,General secondary educational institutions with Internet access (without specifying the speed),Chernivtsi,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernivtsi,98.81
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernivtsi,57.61
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernivtsi,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernihiv,45.95
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernihiv,24.8
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernihiv,54.05
2023,General secondary educational institutions with Internet access (without specifying the speed),Chernihiv,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernihiv,81.82
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernihiv,24.94
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernihiv,
2023,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,78.73
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,71.2
2023,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,82.1
2023,General secondary educational institutions with Internet access (without specifying the speed),the city of Kyiv,
2023,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,89.52
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,76.38
2023,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,
2023,,city Sevastopol,
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,65.13
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,39.87
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ukraine,71.18
2024,General secondary educational institutions with Internet access (without specifying the speed),Ukraine,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,81.48
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,44.84
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ukraine,84.38
2024,,Autonomous Republic of Crimea,
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Vinnytsya,60.52
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Vinnytsya,40.55
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Vinnytsya,67.59
2024,General secondary educational institutions with Internet access (without specifying the speed),Vinnytsya,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Vinnytsya,83.05
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Vinnytsya,39.9
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Vinnytsya,87.16
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Volyn,56.5
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Volyn,34.52
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Volyn,65.48
2024,General secondary educational institutions with Internet access (without specifying the speed),Volyn,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Volyn,88.04
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Volyn,27.06
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Volyn,89.41
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Dnipropetrovsk,54.49
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Dnipropetrovsk,37.8
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Dnipropetrovsk,59.54
2024,General secondary educational institutions with Internet access (without specifying the speed),Dnipropetrovsk,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Dnipropetrovsk,83.33
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Dnipropetrovsk,64.02
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Dnipropetrovsk,85.61
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Donetsk,50.43
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Donetsk,42.24
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Donetsk,55.17
2024,General secondary educational institutions with Internet access (without specifying the speed),Donetsk,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Donetsk,89.96
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Donetsk,64.66
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Donetsk,95.18
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zhytomyr,68.36
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zhytomyr,44.06
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zhytomyr,73.6
2024,General secondary educational institutions with Internet access (without specifying the speed),Zhytomyr,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zhytomyr,71.34
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zhytomyr,46.89
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zhytomyr,77.56
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zakarpattya,57.43
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zakarpattya,51.38
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zakarpattya,62.57
2024,General secondary educational institutions with Internet access (without specifying the speed),Zakarpattya,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zakarpattya,71.61
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zakarpattya,48.57
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zakarpattya,75.71
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zaporizhzhya,78.31
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zaporizhzhya,29.1
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zaporizhzhya,79.37
2024,General secondary educational institutions with Internet access (without specifying the speed),Zaporizhzhya,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zaporizhzhya,50.65
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zaporizhzhya,39.29
2024,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zaporizhzhya,52.92
2024,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ivano-Frankivsk,59.55
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ivano-Frankivsk,37.36
2024,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ivano-Frankivsk,65.45
2024,General secondary educational institutions with Internet access (without specifying the speed),Ivano-Frankivsk,
2024,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ivano-Frankivsk,73.48
