Year,Type of educational institution,Region,Value
2016,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,
2016,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,
2016,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,
2016,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,
2017,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,
2018,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,
2019,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,
2020,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,
2021,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,57.35
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,59.65
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,65.71
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,46.23
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,61.11
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,45.0
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,46.15
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,66.07
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,54.0
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,72.15
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,54.67
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,56.52
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,52.11
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,51.43
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,59.38
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,70.91
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,45.71
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,47.62
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,61.11
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,59.09
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,50.0
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,56.1
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,83.33
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,77.78
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,32.61
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,61.9
2022,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,61.33
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,73.47
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,69.7
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,51.96
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,28.57
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,67.39
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,68.18
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,53.85
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,78.43
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,65.93
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,67.9
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,0.0
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,57.35
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,59.46
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,56.45
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,81.03
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,63.79
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,63.89
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,75.0
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,55.0
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,9.09
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,66.67
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,85.71
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,62.96
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,51.28
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,74.42
2023,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,62.04
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,80.85
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,69.7
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,51.49
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,27.03
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,60.42
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,80.95
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,40.48
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,65.96
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,59.57
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,66.22
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,0.0
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,63.24
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,58.33
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,54.1
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,76.92
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,61.76
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,72.88
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,69.44
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,65.0
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,16.67
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,66.67
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,85.71
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,75.0
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,56.76
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,79.55
2024,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ukraine,65.51
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Autonomous Republic of Crimea,
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Vinnytsya,74.47
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Volyn,66.67
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Dnipropetrovsk,58.76
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Donetsk,29.41
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zhytomyr,62.0
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zakarpattya,85.0
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Zaporizhzhya,66.67
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,70.21
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,66.32
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,69.33
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,0.0
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,61.76
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,61.11
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,61.67
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,75.51
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,71.43
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,72.41
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,72.22
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,66.67
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,20.0
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,78.05
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Cherkasy,92.86
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernivtsi,60.87
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Chernihiv,57.14
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Kyiv,69.77
2025,extracurricular educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,city Sevastopol,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Ukraine,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Autonomous Republic of Crimea,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Vinnytsya,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Volyn,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Dnipropetrovsk,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Donetsk,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zhytomyr,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zakarpattya,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Zaporizhzhya,
2015,extracurricular educational institutions with high-speed (more than 30 Mbit/s) wireless access to the Internet,Ivano-Frankivsk,
